Provider,PotentialFraud,inpatient_claims,inpatient_total_reimbursed,inpatient_avg_reimbursed,inpatient_std_reimbursed,inpatient_total_deductible,outpatient_claims,outpatient_total_reimbursed,outpatient_avg_reimbursed,outpatient_std_reimbursed,total_claims,total_reimbursed,avg_reimbursed_per_claim,inpatient_ratio,cv_inpatient,cv_outpatient
PRV52666,No,0.0,0.0,0.0,0.0,0.0,39.0,8930.0,228.97435897435898,417.1128515212443,39.0,8930.0,223.25,0.0,0.0,1.813736337309458
PRV52667,No,0.0,0.0,0.0,0.0,0.0,3.0,150.0,50.0,26.457513110645905,3.0,150.0,37.5,0.0,0.0,0.5187747668754099
PRV52668,No,0.0,0.0,0.0,0.0,0.0,7.0,1850.0,264.2857142857143,459.813626840888,7.0,1850.0,231.25,0.0,0.0,1.733276999400224
PRV52669,No,0.0,0.0,0.0,0.0,0.0,1.0,300.0,300.0,0.0,1.0,300.0,150.0,0.0,0.0,0.0
PRV52670,No,0.0,0.0,0.0,0.0,0.0,13.0,760.0,58.46153846153846,53.82783571197989,13.0,760.0,54.285714285714285,0.0,0.0,0.9052546756219128
PRV52671,No,0.0,0.0,0.0,0.0,0.0,2.0,240.0,120.0,113.13708498984761,2.0,240.0,80.0,0.0,0.0,0.9350172313210546
PRV52672,No,0.0,0.0,0.0,0.0,0.0,3.0,390.0,130.0,149.33184523068078,3.0,390.0,97.5,0.0,0.0,1.1399377498525252
PRV52673,No,0.0,0.0,0.0,0.0,0.0,87.0,19470.0,223.79310344827587,444.854931617536,87.0,19470.0,221.25,0.0,0.0,1.9789527560835318
PRV52674,No,0.0,0.0,0.0,0.0,0.0,3.0,730.0,243.33333333333334,395.7692930652065,3.0,730.0,182.5,0.0,0.0,1.6197924682068479
PRV52676,No,0.0,0.0,0.0,0.0,0.0,39.0,9800.0,251.28205128205127,557.5660427588706,39.0,9800.0,245.0,0.0,0.0,2.210090016017477
PRV52677,No,0.0,0.0,0.0,0.0,0.0,2.0,140.0,70.0,14.142135623730951,2.0,140.0,46.666666666666664,0.0,0.0,0.19918500878494297
PRV52678,No,0.0,0.0,0.0,0.0,0.0,74.0,24930.0,336.8918918918919,581.8838693997322,74.0,24930.0,332.4,0.0,0.0,1.7221007173084382
PRV52679,No,0.0,0.0,0.0,0.0,0.0,53.0,16100.0,303.77358490566036,566.5558103240149,53.0,16100.0,298.14814814814815,0.0,0.0,1.8589400078730138
PRV52681,No,0.0,0.0,0.0,0.0,0.0,3.0,460.0,153.33333333333334,128.58201014657274,3.0,460.0,115.0,0.0,0.0,0.8331447741678579
PRV52683,No,0.0,0.0,0.0,0.0,0.0,131.0,33240.0,253.74045801526717,529.6171852281791,131.0,33240.0,251.8181818181818,0.0,0.0,2.0790462157229768
PRV52684,No,5.0,66000.0,13200.0,13953.4941860453,5340.0,205.0,64040.0,312.390243902439,675.2244680528787,210.0,130040.0,616.303317535545,0.023696682464454975,1.0570028169112415,2.154580371248193
PRV52686,No,0.0,0.0,0.0,0.0,0.0,9.0,1120.0,124.44444444444444,78.7577156714044,9.0,1120.0,112.0,0.0,0.0,0.6278294429075638
PRV52687,No,6.0,56000.0,9333.333333333334,6831.300510639732,6408.0,35.0,5920.0,169.14285714285714,353.5315230854613,41.0,61920.0,1474.2857142857142,0.14285714285714285,0.7318466425711243,2.077851101257959
PRV52688,No,6.0,99000.0,16500.0,21510.46257057249,6408.0,53.0,16670.0,314.52830188679246,639.541801237224,59.0,115670.0,1927.8333333333333,0.1,1.3035853930411787,2.0268920328632944
PRV52689,No,0.0,0.0,0.0,0.0,0.0,12.0,1330.0,110.83333333333333,103.52499332250277,12.0,1330.0,102.3076923076923,0.0,0.0,0.9257078389493542
PRV52690,Yes,0.0,0.0,0.0,0.0,0.0,117.0,52510.0,448.8034188034188,832.7759586044677,117.0,52510.0,445.0,0.0,0.0,1.8514220296943151
PRV52691,No,3.0,20000.0,6666.666666666667,3785.9388972001825,3204.0,14.0,2380.0,170.0,166.73332000533065,17.0,22380.0,1243.3333333333333,0.16666666666666666,0.5678056637304678,0.9750486550019336
PRV52692,No,0.0,0.0,0.0,0.0,0.0,36.0,9640.0,267.77777777777777,433.2146357579815,36.0,9640.0,260.5405405405405,0.0,0.0,1.6117948415964587
PRV52693,No,0.0,0.0,0.0,0.0,0.0,8.0,3920.0,490.0,756.5145641124735,8.0,3920.0,435.55555555555554,0.0,0.0,1.5407628596995386
PRV52694,No,0.0,0.0,0.0,0.0,0.0,2.0,110.0,55.0,63.63961030678928,2.0,110.0,36.666666666666664,0.0,0.0,1.1364216126212372
PRV52695,No,0.0,0.0,0.0,0.0,0.0,5.0,200.0,40.0,12.24744871391589,5.0,200.0,33.333333333333336,0.0,0.0,0.2987182613150217
PRV52696,No,3.0,96000.0,32000.0,21931.712199461308,3204.0,0.0,0.0,0.0,0.0,3.0,96000.0,24000.0,0.75,0.6853445892147529,0.0
PRV52697,No,0.0,0.0,0.0,0.0,0.0,5.0,650.0,130.0,95.91663046625439,5.0,650.0,108.33333333333333,0.0,0.0,0.7321880188263694
PRV52698,No,1.0,7000.0,7000.0,0.0,1068.0,122.0,34770.0,285.0,509.84724661023046,123.0,41770.0,336.85483870967744,0.008064516129032258,0.0,1.7826826804553513
PRV52699,No,1.0,9000.0,9000.0,0.0,1068.0,11.0,4150.0,377.27272727272725,940.2456158801369,12.0,13150.0,1011.5384615384615,0.07692307692307693,0.0,2.4856288812019964
PRV52700,No,0.0,0.0,0.0,0.0,0.0,30.0,12300.0,410.0,713.6791513239564,30.0,12300.0,396.7741935483871,0.0,0.0,1.7364456236592614
PRV52701,No,0.0,0.0,0.0,0.0,0.0,96.0,25610.0,266.7708333333333,556.1436671479519,96.0,25610.0,264.02061855670104,0.0,0.0,2.0769389265620237
PRV52702,No,0.0,0.0,0.0,0.0,0.0,28.0,6750.0,241.07142857142858,484.31960128666714,28.0,6750.0,232.75862068965517,0.0,0.0,2.000730132196323
PRV52703,No,0.0,0.0,0.0,0.0,0.0,4.0,2700.0,675.0,953.5023160258535,4.0,2700.0,540.0,0.0,0.0,1.4105063846536294
PRV52704,No,0.0,0.0,0.0,0.0,0.0,159.0,51790.0,325.72327044025155,644.6316376447309,159.0,51790.0,323.6875,0.0,0.0,1.9730202773010495
PRV52706,No,2.0,25000.0,12500.0,10606.601717798212,2136.0,24.0,8190.0,341.25,574.0119109504989,26.0,33190.0,1229.2592592592594,0.07407407407407407,0.8484602606030087,1.677171397956169
PRV52708,No,5.0,32000.0,6400.0,4277.849927241487,5340.0,26.0,8400.0,323.0769230769231,737.6328042096242,31.0,40400.0,1262.5,0.15625,0.6683096277521461,2.276104071855
PRV52709,No,0.0,0.0,0.0,0.0,0.0,13.0,2220.0,170.76923076923077,303.2727468374944,13.0,2220.0,158.57142857142858,0.0,0.0,1.7655824939039084
PRV52710,No,0.0,0.0,0.0,0.0,0.0,28.0,4410.0,157.5,154.38348117353507,28.0,4410.0,152.06896551724137,0.0,0.0,0.9740282723882339
PRV52711,No,0.0,0.0,0.0,0.0,0.0,28.0,9110.0,325.35714285714283,764.2884957670792,28.0,9110.0,314.13793103448273,0.0,0.0,2.3418776407833466
PRV52713,No,0.0,0.0,0.0,0.0,0.0,60.0,14260.0,237.66666666666666,446.771342823554,60.0,14260.0,233.7704918032787,0.0,0.0,1.8719469671377962
PRV52714,No,0.0,0.0,0.0,0.0,0.0,5.0,710.0,142.0,202.53394777172542,5.0,710.0,118.33333333333333,0.0,0.0,1.416321313088989
PRV52715,No,0.0,0.0,0.0,0.0,0.0,3.0,200.0,66.66666666666667,23.094010767585033,3.0,200.0,50.0,0.0,0.0,0.34129079952096103
PRV52717,No,20.0,185000.0,9250.0,9013.878188659974,21360.0,109.0,26130.0,239.72477064220183,456.1299739953846,129.0,211130.0,1624.076923076923,0.15384615384615385,0.9743679806139848,1.8948194354013843
PRV52719,No,0.0,0.0,0.0,0.0,0.0,63.0,10840.0,172.06349206349208,387.50716426325687,63.0,10840.0,169.375,0.0,0.0,2.2391040400426654
PRV52720,No,0.0,0.0,0.0,0.0,0.0,50.0,15050.0,301.0,550.8925966658334,50.0,15050.0,295.0980392156863,0.0,0.0,1.8241476710789184
PRV52721,No,0.0,0.0,0.0,0.0,0.0,7.0,1810.0,258.57142857142856,508.08229554632095,7.0,1810.0,226.25,0.0,0.0,1.9573891407948525
PRV52722,No,9.0,76000.0,8444.444444444445,5027.701042999452,9612.0,274.0,71380.0,260.5109489051095,540.7955355168842,283.0,147380.0,518.943661971831,0.03169014084507042,0.5953151519819372,2.0679651761468483
PRV52723,No,18.0,169000.0,9388.888888888889,9299.834842865499,19224.0,163.0,50760.0,311.41104294478527,585.085070632725,181.0,219760.0,1207.4725274725274,0.0989010989010989,0.9904094662792069,1.872805343619468
PRV52724,No,0.0,0.0,0.0,0.0,0.0,24.0,5040.0,210.0,488.03955648661537,24.0,5040.0,201.6,0.0,0.0,2.3129836800313526
PRV52725,No,0.0,0.0,0.0,0.0,0.0,42.0,18850.0,448.8095238095238,1514.4027276027007,42.0,18850.0,438.3720930232558,0.0,0.0,3.366764480166919
PRV52726,No,0.0,0.0,0.0,0.0,0.0,2.0,380.0,190.0,155.56349186104046,2.0,380.0,126.66666666666667,0.0,0.0,0.8144685437750809
PRV52727,No,0.0,0.0,0.0,0.0,0.0,12.0,2650.0,220.83333333333334,281.76258004772654,12.0,2650.0,203.84615384615384,0.0,0.0,1.2701543803804352
PRV52728,No,0.0,0.0,0.0,0.0,0.0,15.0,3140.0,209.33333333333334,208.06821225833838,15.0,3140.0,196.25,0.0,0.0,0.9892308031299764
PRV52729,No,0.0,0.0,0.0,0.0,0.0,2.0,500.0,250.0,212.13203435596427,2.0,500.0,166.66666666666666,0.0,0.0,0.8451475472349174
PRV52731,No,0.0,0.0,0.0,0.0,0.0,23.0,4410.0,191.7391304347826,408.5412205074966,23.0,4410.0,183.75,0.0,0.0,2.1196589378913653
PRV52732,No,0.0,0.0,0.0,0.0,0.0,10.0,2490.0,249.0,582.49368141542,10.0,2490.0,226.36363636363637,0.0,0.0,2.32997472566168
PRV52733,No,0.0,0.0,0.0,0.0,0.0,1.0,30.0,30.0,0.0,1.0,30.0,15.0,0.0,0.0,0.0
PRV52736,No,0.0,0.0,0.0,0.0,0.0,1.0,50.0,50.0,0.0,1.0,50.0,25.0,0.0,0.0,0.0
PRV52738,No,0.0,0.0,0.0,0.0,0.0,62.0,17660.0,284.83870967741933,608.5530862668147,62.0,17660.0,280.3174603174603,0.0,0.0,2.1290086530043175
PRV52739,No,0.0,0.0,0.0,0.0,0.0,53.0,11400.0,215.0943396226415,366.0423611546233,53.0,11400.0,211.11111111111111,0.0,0.0,1.6939007370291657
PRV52740,No,0.0,0.0,0.0,0.0,0.0,34.0,6310.0,185.58823529411765,296.5783781782685,34.0,6310.0,180.28571428571428,0.0,0.0,1.5894805892277946
PRV52741,No,0.0,0.0,0.0,0.0,0.0,2.0,80.0,40.0,28.284271247461902,2.0,80.0,26.666666666666668,0.0,0.0,0.6898602743283391
PRV52742,No,0.0,0.0,0.0,0.0,0.0,6.0,1270.0,211.66666666666666,196.00170067289383,6.0,1270.0,181.42857142857142,0.0,0.0,0.9216380909383723
PRV52743,No,0.0,0.0,0.0,0.0,0.0,6.0,2070.0,345.0,264.40499238857046,6.0,2070.0,295.7142857142857,0.0,0.0,0.7641762785796834
PRV52744,No,0.0,0.0,0.0,0.0,0.0,2.0,400.0,200.0,0.0,2.0,400.0,133.33333333333334,0.0,0.0,0.0
PRV52745,No,0.0,0.0,0.0,0.0,0.0,156.0,47020.0,301.4102564102564,1173.2669848336218,156.0,47020.0,299.49044585987264,0.0,0.0,3.8797195530363955
PRV52746,No,0.0,0.0,0.0,0.0,0.0,1.0,50.0,50.0,0.0,1.0,50.0,25.0,0.0,0.0,0.0
PRV52747,No,0.0,0.0,0.0,0.0,0.0,21.0,7520.0,358.0952380952381,544.0369385218163,21.0,7520.0,341.8181818181818,0.0,0.0,1.5150213113589899
PRV52748,No,0.0,0.0,0.0,0.0,0.0,10.0,610.0,61.0,59.15140648276158,10.0,610.0,55.45454545454545,0.0,0.0,0.954054943270348
PRV52750,No,0.0,0.0,0.0,0.0,0.0,26.0,10700.0,411.53846153846155,633.8308437284655,26.0,10700.0,396.2962962962963,0.0,0.0,1.5364163655547365
PRV52751,No,0.0,0.0,0.0,0.0,0.0,3.0,300.0,100.0,91.6515138991168,3.0,300.0,75.0,0.0,0.0,0.9074407316744237
PRV52752,No,0.0,0.0,0.0,0.0,0.0,2.0,560.0,280.0,311.1269837220809,2.0,560.0,186.66666666666666,0.0,0.0,1.107213465203135
PRV52753,No,0.0,0.0,0.0,0.0,0.0,2.0,130.0,65.0,49.49747468305833,2.0,130.0,43.333333333333336,0.0,0.0,0.7499617376220958
PRV52754,No,0.0,0.0,0.0,0.0,0.0,1.0,10.0,10.0,0.0,1.0,10.0,5.0,0.0,0.0,0.0
PRV52755,No,0.0,0.0,0.0,0.0,0.0,11.0,5930.0,539.0909090909091,628.3224418314938,11.0,5930.0,494.1666666666667,0.0,0.0,1.1633642249026144
PRV52756,No,0.0,0.0,0.0,0.0,0.0,4.0,220.0,55.0,35.11884584284246,4.0,220.0,44.0,0.0,0.0,0.6271222471936154
PRV52757,No,0.0,0.0,0.0,0.0,0.0,1.0,50.0,50.0,0.0,1.0,50.0,25.0,0.0,0.0,0.0
PRV52758,No,0.0,0.0,0.0,0.0,0.0,4.0,130.0,32.5,39.475730941090035,4.0,130.0,26.0,0.0,0.0,1.1783800280922399
PRV52760,No,0.0,0.0,0.0,0.0,0.0,5.0,4070.0,814.0,1199.0329436675208,5.0,4070.0,678.3333333333334,0.0,0.0,1.4712060658497188
PRV52761,No,0.0,0.0,0.0,0.0,0.0,11.0,4740.0,430.90909090909093,885.2169739160512,11.0,4740.0,395.0,0.0,0.0,2.049544667033585
PRV52763,No,0.0,0.0,0.0,0.0,0.0,1.0,50.0,50.0,0.0,1.0,50.0,25.0,0.0,0.0,0.0
PRV52764,No,0.0,0.0,0.0,0.0,0.0,3.0,450.0,150.0,217.02534414210706,3.0,450.0,112.5,0.0,0.0,1.4372539347159408
PRV52766,No,0.0,0.0,0.0,0.0,0.0,11.0,2010.0,182.72727272727272,300.23627059670554,11.0,2010.0,167.5,0.0,0.0,1.6341410077010199
PRV52767,No,0.0,0.0,0.0,0.0,0.0,4.0,690.0,172.5,218.68927728629038,4.0,690.0,138.0,0.0,0.0,1.2604569296039791
PRV52768,No,0.0,0.0,0.0,0.0,0.0,25.0,7310.0,292.4,682.7168764087594,25.0,7310.0,281.15384615384613,0.0,0.0,2.3269150525179256
PRV52769,No,0.0,0.0,0.0,0.0,0.0,1.0,40.0,40.0,0.0,1.0,40.0,20.0,0.0,0.0,0.0
PRV52770,No,0.0,0.0,0.0,0.0,0.0,7.0,1090.0,155.71428571428572,178.12515664153514,7.0,1090.0,136.25,0.0,0.0,1.1366236066460764
PRV52771,No,0.0,0.0,0.0,0.0,0.0,4.0,250.0,62.5,41.12987559751022,4.0,250.0,50.0,0.0,0.0,0.6477145763387436
PRV52772,No,0.0,0.0,0.0,0.0,0.0,12.0,2050.0,170.83333333333334,201.3797106929789,12.0,2050.0,157.69230769230768,0.0,0.0,1.1719478798815455
PRV52773,No,0.0,0.0,0.0,0.0,0.0,2.0,150.0,75.0,35.35533905932738,2.0,150.0,50.0,0.0,0.0,0.4652018297279918
PRV52774,No,0.0,0.0,0.0,0.0,0.0,4.0,300.0,75.0,19.148542155126762,4.0,300.0,60.0,0.0,0.0,0.2519545020411416
PRV52775,No,0.0,0.0,0.0,0.0,0.0,7.0,3790.0,541.4285714285714,754.7279547719733,7.0,3790.0,473.75,0.0,0.0,1.3913868010017942
PRV52777,No,0.0,0.0,0.0,0.0,0.0,2.0,260.0,130.0,98.99494936611666,2.0,260.0,86.66666666666667,0.0,0.0,0.7556866363825699
PRV52778,No,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,1.0,100.0,50.0,0.0,0.0,0.0
PRV52781,No,0.0,0.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,1.0,100.0,50.0,0.0,0.0,0.0
PRV52782,No,0.0,0.0,0.0,0.0,0.0,10.0,1730.0,173.0,330.59038098529123,10.0,1730.0,157.27272727272728,0.0,0.0,1.8999447183062714
PRV52783,No,0.0,0.0,0.0,0.0,0.0,1.0,70.0,70.0,0.0,1.0,70.0,35.0,0.0,0.0,0.0
PRV52784,No,0.0,0.0,0.0,0.0,0.0,2.0,270.0,135.0,91.92388155425118,2.0,270.0,90.0,0.0,0.0,0.6759108937812587
PRV52785,No,0.0,0.0,0.0,0.0,0.0,1.0,60.0,60.0,0.0,1.0,60.0,30.0,0.0,0.0,0.0
PRV52786,No,0.0,0.0,0.0,0.0,0.0,2.0,120.0,60.0,56.568542494923804,2.0,120.0,40.0,0.0,0.0,0.9273531556544886
PRV52787,No,11.0,67000.0,6090.909090909091,2343.2688900143517,11748.0,0.0,0.0,0.0,0.0,11.0,67000.0,5583.333333333333,0.9166666666666666,0.3846526359874926,0.0
PRV52788,No,0.0,0.0,0.0,0.0,0.0,401.0,115280.0,287.48129675810475,560.4657797531569,401.0,115280.0,286.76616915422886,0.0,0.0,1.9428149625350395
PRV52789,No,0.0,0.0,0.0,0.0,0.0,38.0,12500.0,328.94736842105266,602.7270884081747,38.0,12500.0,320.5128205128205,0.0,0.0,1.8267370680739063
PRV52790,No,0.0,0.0,0.0,0.0,0.0,28.0,6860.0,245.0,301.0906102082155,28.0,6860.0,236.55172413793105,0.0,0.0,1.2239455699520954
PRV52791,No,0.0,0.0,0.0,0.0,0.0,1.0,200.0,200.0,0.0,1.0,200.0,100.0,0.0,0.0,0.0
PRV52792,No,0.0,0.0,0.0,0.0,0.0,5.0,320.0,64.0,28.809720581775867,5.0,320.0,53.333333333333336,0.0,0.0,0.4432264704888595
PRV52793,No,0.0,0.0,0.0,0.0,0.0,17.0,4230.0,248.8235294117647,394.6973896693069,17.0,4230.0,235.0,0.0,0.0,1.5799047855846993
PRV52794,No,0.0,0.0,0.0,0.0,0.0,1.0,30.0,30.0,0.0,1.0,30.0,15.0,0.0,0.0,0.0
PRV52795,No,0.0,0.0,0.0,0.0,0.0,19.0,6150.0,323.6842105263158,657.7420173620573,19.0,6150.0,307.5,0.0,0.0,2.025789970802251
PRV52796,No,0.0,0.0,0.0,0.0,0.0,48.0,16690.0,347.7083333333333,663.4155322569077,48.0,16690.0,340.61224489795916,0.0,0.0,1.9024940583302408
PRV52797,No,0.0,0.0,0.0,0.0,0.0,1.0,300.0,300.0,0.0,1.0,300.0,150.0,0.0,0.0,0.0
PRV52798,No,0.0,0.0,0.0,0.0,0.0,56.0,18160.0,324.2857142857143,514.5019026128161,56.0,18160.0,318.5964912280702,0.0,0.0,1.581692278563774
PRV52799,No,0.0,0.0,0.0,0.0,0.0,2.0,150.0,75.0,35.35533905932738,2.0,150.0,50.0,0.0,0.0,0.4652018297279918
PRV52800,No,0.0,0.0,0.0,0.0,0.0,8.0,1890.0,236.25,309.8818899424194,8.0,1890.0,210.0,0.0,0.0,1.3061407373758456
PRV52801,No,0.0,0.0,0.0,0.0,0.0,31.0,10510.0,339.03225806451616,686.5146506749858,31.0,10510.0,328.4375,0.0,0.0,2.018969184225838
PRV52803,No,2.0,9000.0,4500.0,2121.3203435596424,2136.0,0.0,0.0,0.0,0.0,2.0,9000.0,3000.0,0.6666666666666666,0.47129978750491947,0.0
PRV52804,No,1.0,36000.0,36000.0,0.0,1068.0,0.0,0.0,0.0,0.0,1.0,36000.0,18000.0,0.5,0.0,0.0
PRV52806,No,2.0,16000.0,8000.0,2828.42712474619,2136.0,0.0,0.0,0.0,0.0,2.0,16000.0,5333.333333333333,0.6666666666666666,0.35350920194303087,0.0
PRV52807,No,2.0,17000.0,8500.0,707.1067811865476,2136.0,0.0,0.0,0.0,0.0,2.0,17000.0,5666.666666666667,0.6666666666666666,0.08317924728697183,0.0
PRV52808,No,4.0,31000.0,7750.0,3304.0379335998346,4272.0,1.0,80.0,80.0,0.0,5.0,31080.0,5180.0,0.6666666666666666,0.4262724724035395,0.0
PRV52810,No,6.0,76000.0,12666.666666666666,9973.297682645729,6408.0,0.0,0.0,0.0,0.0,6.0,76000.0,10857.142857142857,0.8571428571428571,0.7873034509890584,0.0
PRV52813,No,17.0,142000.0,8352.941176470587,6412.304348580433,14952.0,0.0,0.0,0.0,0.0,17.0,142000.0,7888.888888888889,0.9444444444444444,0.7675783457323234,0.0
PRV52814,No,2.0,6000.0,3000.0,0.0,2136.0,0.0,0.0,0.0,0.0,2.0,6000.0,2000.0,0.6666666666666666,0.0,0.0
PRV52815,Yes,26.0,390000.0,15000.0,25623.426780975256,27768.0,0.0,0.0,0.0,0.0,26.0,390000.0,14444.444444444445,0.9629629629629629,1.708114577759833,0.0
PRV52816,No,1.0,3000.0,3000.0,0.0,1068.0,0.0,0.0,0.0,0.0,1.0,3000.0,1500.0,0.5,0.0,0.0
PRV52818,No,0.0,0.0,0.0,0.0,0.0,39.0,9730.0,249.48717948717947,449.6896515665508,39.0,9730.0,243.25,0.0,0.0,1.7952601505881343
PRV52820,No,0.0,0.0,0.0,0.0,0.0,32.0,6510.0,203.4375,304.1604985381365,32.0,6510.0,197.27272727272728,0.0,0.0,1.4877921053531593
PRV52821,Yes,173.0,1661000.0,9601.156069364162,8557.425637389682,179424.0,540.0,161970.0,299.94444444444446,549.9261180488766,713.0,1822970.0,2553.1792717086837,0.242296918767507,0.8911983491595487,1.8273343409414395
PRV52822,No,0.0,0.0,0.0,0.0,0.0,135.0,43480.0,322.0740740740741,630.7352926525178,135.0,43480.0,319.70588235294116,0.0,0.0,1.9522931218179504
PRV52823,No,7.0,46000.0,6571.428571428572,4825.527358301296,7476.0,80.0,19100.0,238.75,451.98402290570556,87.0,65100.0,739.7727272727273,0.07954545454545454,0.7342076533594686,1.8852305439236936
PRV52824,No,0.0,0.0,0.0,0.0,0.0,42.0,8740.0,208.0952380952381,520.5777189240679,42.0,8740.0,203.25581395348837,0.0,0.0,2.4896679793681225
PRV52825,No,0.0,0.0,0.0,0.0,0.0,22.0,5870.0,266.8181818181818,309.02899176115784,22.0,5870.0,255.2173913043478,0.0,0.0,1.1538760724279484
PRV52826,Yes,0.0,0.0,0.0,0.0,0.0,292.0,101600.0,347.94520547945206,649.6728415987187,292.0,101600.0,346.75767918088735,0.0,0.0,1.8618190804658448
PRV52827,No,0.0,0.0,0.0,0.0,0.0,804.0,282060.0,350.82089552238807,641.7553160588992,804.0,282060.0,350.3850931677019,0.0,0.0,1.8240966475456577
PRV52828,Yes,23.0,212000.0,9217.391304347826,8559.718143931921,24564.0,21.0,9050.0,430.95238095238096,890.6452984320119,44.0,221050.0,4912.222222222223,0.5111111111111111,0.9285479278683643,2.0619062139865783
PRV52829,No,6.0,40000.0,6666.666666666667,3141.1250638372658,6408.0,527.0,186800.0,354.4592030360531,920.9878776949025,533.0,226800.0,424.7191011235955,0.011235955056179775,0.4710980948613606,2.590980539619028
PRV52830,No,0.0,0.0,0.0,0.0,0.0,34.0,7250.0,213.23529411764707,539.65601046006,34.0,7250.0,207.14285714285714,0.0,0.0,2.518987418402257
PRV52831,No,20.0,246000.0,12300.0,12892.674378560057,19224.0,11.0,1920.0,174.54545454545453,246.26666994799098,31.0,247920.0,7747.5,0.625,1.048099697468503,1.402865546052771
PRV52832,No,0.0,0.0,0.0,0.0,0.0,31.0,10180.0,328.38709677419354,686.1491420684648,31.0,10180.0,318.125,0.0,0.0,2.083108745874293
PRV52833,No,4.0,26000.0,6500.0,3415.650255319866,4272.0,10.0,1460.0,146.0,156.64538862595916,14.0,27460.0,1830.6666666666667,0.26666666666666666,0.525403823307163,1.065614888611967
PRV52835,No,11.0,128000.0,11636.363636363636,8249.517892249549,11748.0,46.0,12360.0,268.69565217391306,615.6102977106077,57.0,140360.0,2420.0,0.1896551724137931,0.7088820243162309,2.282611131282279
PRV52836,No,5.0,51000.0,10200.0,10825.894882179487,4272.0,16.0,2680.0,167.5,210.06348246819738,21.0,53680.0,2440.0,0.22727272727272727,1.0612581984295155,1.2466675517400438
PRV52837,No,2.0,22000.0,11000.0,5656.85424949238,2136.0,69.0,9930.0,143.91304347826087,226.1130468912056,71.0,31930.0,443.47222222222223,0.027777777777777776,0.514212730614706,1.5603360571550342
PRV52838,No,0.0,0.0,0.0,0.0,0.0,83.0,25230.0,303.9759036144578,637.3648871818116,83.0,25230.0,300.35714285714283,0.0,0.0,2.089886052071677
PRV52839,No,0.0,0.0,0.0,0.0,0.0,33.0,12290.0,372.42424242424244,676.2905731961222,33.0,12290.0,361.47058823529414,0.0,0.0,1.8110516039496902
PRV52841,No,1.0,13000.0,13000.0,0.0,1068.0,2.0,320.0,160.0,197.9898987322333,3.0,13320.0,3330.0,0.25,0.0,1.2297509238026914
PRV52842,No,24.0,286000.0,11916.666666666666,13529.08836115937,25632.0,421.0,110510.0,262.4940617577197,531.2628289434847,445.0,396510.0,889.0358744394618,0.053811659192825115,1.135212851606246,2.016223156603718
PRV52843,Yes,47.0,543000.0,11553.191489361701,10568.22248769826,50196.0,204.0,49160.0,240.98039215686273,491.86687654708,251.0,592160.0,2349.84126984127,0.1865079365079365,0.9146656862514999,2.03267244987449
PRV52844,No,2.0,13000.0,6500.0,2121.3203435596424,2136.0,127.0,33950.0,267.3228346456693,539.7345744193595,129.0,46950.0,361.15384615384613,0.015384615384615385,0.3263067748899619,2.0115118980913422
PRV52845,No,8.0,218000.0,27250.0,41084.407887038746,8544.0,223.0,50340.0,225.73991031390133,464.83094337889594,231.0,268340.0,1156.6379310344828,0.034482758620689655,1.5076293672539998,2.0500623059053815
PRV52846,Yes,175.0,2099830.0,11999.028571428571,12209.785206875242,185832.0,66.0,17180.0,260.3030303030303,630.2916777711722,241.0,2117010.0,8747.97520661157,0.7231404958677686,1.017479678002275,2.4121100970020506
PRV52847,Yes,62.0,611000.0,9854.838709677419,10202.614216895829,58740.0,30.0,6430.0,214.33333333333334,263.9185262647303,92.0,617430.0,6639.032258064516,0.6666666666666666,1.0351847790364013,1.2256278309507598
PRV52848,No,0.0,0.0,0.0,0.0,0.0,25.0,5280.0,211.2,279.22989333761046,25.0,5280.0,203.07692307692307,0.0,0.0,1.3158807414590503
PRV52849,No,2.0,43000.0,21500.0,10606.601717798212,2136.0,12.0,2780.0,231.66666666666666,374.64730889278525,14.0,45780.0,3052.0,0.13333333333333333,0.49330736792699,1.6102319866452088
PRV52850,No,1.0,16000.0,16000.0,0.0,1068.0,145.0,32470.0,223.93103448275863,497.3419578001696,146.0,48470.0,329.7278911564626,0.006802721088435374,0.0,2.211086428975152
PRV52851,No,8.0,61000.0,7625.0,4718.883039751795,8544.0,29.0,6460.0,222.75862068965517,241.96954577744665,37.0,67460.0,1775.2631578947369,0.21052631578947367,0.618788754229189,1.0813864736547931
PRV52853,No,0.0,0.0,0.0,0.0,0.0,29.0,11050.0,381.0344827586207,751.7329732386274,29.0,11050.0,368.3333333333333,0.0,0.0,1.9677097413051896
PRV52855,No,3.0,25000.0,8333.333333333334,3055.050463303893,3204.0,19.0,6800.0,357.89473684210526,761.2459009002458,22.0,31800.0,1382.608695652174,0.13043478260869565,0.36656206814828934,2.1210840470897008
PRV52857,No,6.0,54000.0,9000.0,7949.8427657407165,5340.0,453.0,142310.0,314.1501103752759,675.8455827726525,459.0,196310.0,426.7608695652174,0.013043478260869565,0.8832177275570177,2.1445195813762084
PRV52858,No,14.0,143000.0,10214.285714285714,7982.467050967402,14952.0,66.0,21760.0,329.6969696969697,600.7020756439782,80.0,164760.0,2034.0740740740741,0.1728395061728395,0.7814237676978733,1.8164728760424522
